,BereichsId,Ktonr,Belegdatum,BU_Schl,GKtonr,Steuersatz,EUStSatz,Belegfeld2,Umsatz_Soll,Umsatz_Haben,EingegUmsatz_SHKz,EingegUmsatz,WKz_eingeg_Umsatz,Kurs,Basiswaehrung,Stapelnummer,BSNr,Kost1,Kost2,Menge1Wert,Kennung_EB,WjMonat,Buchungstyp,Bearbeitungsstatus,Belegpruefungsstatus,Kontobewegungstyp,Kontorolle,Folgebuchungszaehler,AbwBesteuerungsart,SachverhaltLuL,FunktionsergLuL,HauptfktTypSchl49,HauptfktNrSchl49,FktErgSchl49,Herkunftskz,Beleglink,Beleginfo_Art1,Beleginfo_Inhalt1,Beleginfo_Art2,Beleginfo_Inhalt2,Beleginfo_Art3,Beleginfo_Inhalt3,Beleginfo_Art4,Beleginfo_Inhalt4,Beleginfo_Art5,Beleginfo_Inhalt5,Beleginfo_Art6,Beleginfo_Inhalt6,Beleginfo_Art7,Beleginfo_Inhalt7,Beleginfo_Art8,Beleginfo_Inhalt8,Stapelidentifikator,Belegidentifikator,Stueck,Gewicht,Gesellschaftername,Beteiligtennummer,Identifikationsnummer,Zeichnernummer,Leistungsdatum,UVA Steuermonat
73414,10,1369,01.09.2015,0.0,12466,0.0,0.0,15166.0,237.82378,0.0,H,0.0,EUR,0.0,EUR,09-2015/0001,96,0.0,0.0,0.0,0,9,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28608,10,72001,14.11.2014,0.0,1574,19.0,0.0,0,0.0,23.175742,H,0.0,EUR,0.0,EUR,11-2014/0001,1438,0.0,0.0,0.0,0,11,1,10,1,3,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33166,10,3400,14.04.2014,0.0,1600,7.0,0.0,0,0.0,2773.292644,H,0.0,EUR,0.0,EUR,04-2014/0001,2156,0.0,0.0,0.0,0,4,1,10,1,2,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23443,10,1369,15.01.2015,0.0,1400,0.0,0.0,15009.0,4137.59454,0.0,H,0.0,EUR,0.0,EUR,01-2015/0005,202,0.0,0.0,0.0,0,1,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46373,10,1776,27.05.2015,0.0,1369,19.0,0.0,15098.0,1.145868,0.0,S,0.0,EUR,0.0,EUR,05-2015/0001,1423,0.0,0.0,0.0,0,5,1,10,1,5,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,1423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34130,10,1600,08.09.2014,9.0,3736,7.0,0.0,0,34.510848,0.0,S,0.0,EUR,0.0,EUR,09-2014/0001,1085,0.0,0.0,0.0,0,9,1,10,1,2,2,2,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25927,10,1400,06.11.2014,3.0,1200,0.0,0.0,0,1226.494418,0.0,H,0.0,EUR,0.0,EUR,10-2014/0001,1574,0.0,0.0,0.0,0,10,1,10,1,2,2,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74260,10,13411,13.10.2015,0.0,1369,0.0,0.0,15196.0,0.0,1389.825544,H,0.0,EUR,0.0,EUR,10-2015/0001,741,0.0,0.0,0.0,0,10,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74803,10,8401,10.09.2014,0.0,13751,0.0,0.0,0,1323.455072,0.0,S,0.0,EUR,0.0,EUR,09-2014/0001,468,0.0,0.0,0.0,0,9,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36380,10,1576,06.07.2015,9.0,1200,19.0,0.0,0,0.0,16.828532,H,0.0,EUR,0.0,EUR,07-2015/0001,353,0.0,0.0,0.0,0,7,1,10,1,3,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67479,10,8736,11.09.2015,0.0,1369,19.0,0.0,15174.0,20.524518,0.0,S,0.0,EUR,0.0,EUR,09-2015/0001,615,0.0,0.0,0.0,0,9,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72383,10,8400,10.07.2014,0.0,11580,0.0,0.0,0,0.0,1062.00619,S,0.0,EUR,0.0,EUR,07-2014/0001,429,0.0,0.0,0.0,0,7,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51542,10,4664,04.06.2014,0.0,1200,0.0,0.0,0,175.2504,0.0,S,0.0,EUR,0.0,EUR,06-2014/0001,1127,0.0,0.0,0.0,0,6,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4167,10,1200,12.05.2014,9.0,4530,7.0,0.0,0,0.0,105.37492,H,0.0,EUR,0.0,EUR,05-2014/0001,1202,0.0,0.0,0.0,0,5,1,10,1,1,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49360,10,4121,01.02.2014,0.0,1755,0.0,0.0,0,0.0,3474.6762,S,0.0,EUR,0.0,EUR,02-2014/0001,542,0.0,0.0,0.0,0,2,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41097,10,1591,25.09.2015,0.0,1740,19.0,0.0,3.0,0.0,1611.326322,S,0.0,EUR,0.0,EUR,09-2015/0001,2465,0.0,0.0,0.0,0,9,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,10,1200,22.01.2014,0.0,1365,0.0,0.0,0,0.0,159.601438,H,0.0,EUR,0.0,EUR,01-2014/0001,938,0.0,0.0,0.0,0,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,10,1200,15.09.2015,0.0,646,0.0,0.0,15176.0,530.91884,0.0,S,0.0,EUR,0.0,EUR,09-2015/0001,717,0.0,0.0,0.0,0,9,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47516,10,1776,30.06.2015,0.0,1369,19.0,0.0,15121.0,0.0,34.387274,S,0.0,EUR,0.0,EUR,06-2015/0001,1594,0.0,0.0,0.0,0,6,1,10,1,5,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75859,10,14868,12.11.2014,0.0,8400,0.0,0.0,0,642.326418,0.0,S,0.0,EUR,0.0,EUR,11-2014/0001,367,0.0,0.0,0.0,0,11,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32872,10,1400,28.10.2015,0.0,8125,0.0,0.0,71215.0,222.635412,0.0,S,0.0,EUR,0.0,EUR,10-2015/0001,2226,0.0,0.0,0.0,0,10,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9946,10,1360,12.03.2015,0.0,1000,0.0,0.0,0,0.0,15.05356,S,0.0,EUR,0.0,EUR,03-2015/0001,2186,0.0,0.0,0.0,0,3,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35184,10,1576,12.02.2015,9.0,1200,19.0,0.0,15029.0,0.0,32.320218,S,0.0,EUR,0.0,EUR,02-2015/0001,494,0.0,0.0,0.0,0,2,1,10,1,3,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41734,10,1776,12.06.2014,3.0,11502,19.0,0.0,0,2.269268,0.0,S,0.0,EUR,0.0,EUR,06-2014/0001,1424,0.0,0.0,0.0,0,6,1,10,1,5,1,2,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44717,10,1776,07.04.2015,0.0,14264,19.0,0.0,0,0.0,307.13756,H,0.0,EUR,0.0,EUR,04-2015/0001,1782,0.0,0.0,0.0,0,4,1,10,1,5,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10950,10,1369,01.03.2015,0.0,8736,0.0,0.0,15034.0,0.0,8.59401,H,0.0,EUR,0.0,EUR,02-2015/0001,647,0.0,0.0,0.0,0,2,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33471,10,3000,27.05.2014,9.0,1600,7.0,0.0,0,0.0,1163.11219,H,0.0,EUR,0.0,EUR,05-2014/0001,2093,0.0,0.0,0.0,0,5,1,10,1,2,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28343,10,73215,10.04.2014,0.0,1574,19.0,0.0,0,17.086914,0.0,H,0.0,EUR,0.0,EUR,04-2014/0001,2132,0.0,0.0,0.0,0,4,1,10,1,3,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69055,10,18131,11.01.2015,0.0,9008,0.0,0.0,0,0.0,68.47123,H,0.0,EUR,0.0,EUR,01-2015/0001,82,0.0,0.0,0.0,1,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58035,10,1230,28.06.2015,94.0,4921,19.0,0.0,0,162.196492,0.0,S,0.0,EUR,0.0,EUR,06-2015/0001,2690,0.0,0.0,0.0,0,6,1,10,1,1,2,1,-,1,190,36,190,1,RE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,2690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20055,10,1369,29.09.2015,0.0,8736,0.0,0.0,15186.0,0.0,10.076898,H,0.0,EUR,0.0,EUR,09-2015/0001,1475,0.0,0.0,0.0,0,9,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18311,10,1400,31.05.2014,3.0,1200,0.0,0.0,0,0.0,68.830718,H,0.0,EUR,0.0,EUR,05-2014/0001,1621,0.0,0.0,0.0,0,5,1,10,1,2,2,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33652,10,1400,24.11.2015,0.0,8400,0.0,0.0,21215.0,188.652562,0.0,S,0.0,EUR,0.0,EUR,11-2015/0001,1874,0.0,0.0,0.0,0,11,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,1874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77952,10,17722,19.12.2014,3.0,8736,0.0,0.0,0,0.0,1.246974,H,0.0,EUR,0.0,EUR,12-2014/0001,1125,0.0,0.0,0.0,0,12,1,10,1,1,2,2,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40029,10,1776,28.04.2014,0.0,14395,19.0,0.0,0,0.0,21.3446,H,0.0,EUR,0.0,EUR,04-2014/0001,809,0.0,0.0,0.0,0,4,1,10,1,5,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47885,10,3000,30.10.2014,9.0,71700,19.0,0.0,0,1465.02594,0.0,S,0.0,EUR,0.0,EUR,11-2014/0001,1412,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59252,10,8400,09.02.2015,0.0,21155,19.0,0.0,0,572.934,0.0,H,0.0,EUR,0.0,EUR,02-2015/0001,1029,0.0,0.0,0.0,0,2,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79309,10,21104,03.07.2015,0.0,1369,0.0,0.0,15124.0,0.0,990.602886,H,0.0,EUR,0.0,EUR,07-2015/0001,273,0.0,0.0,0.0,0,7,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20031,10,1400,23.06.2014,3.0,1200,0.0,0.0,0,0.0,1866.899822,H,0.0,EUR,0.0,EUR,06-2014/0001,1666,0.0,0.0,0.0,0,6,1,10,1,2,2,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8884,10,1200,03.12.2015,0.0,1369,0.0,0.0,15225.0,1723.812364,0.0,S,0.0,EUR,0.0,EUR,11-2015/0001,1170,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50107,10,1776,02.10.2015,0.0,13104,19.0,0.0,0,0.0,127.663176,H,0.0,EUR,0.0,EUR,09-2015/0001,2099,0.0,0.0,0.0,0,9,1,10,1,5,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68442,10,1369,30.12.2015,0.0,8736,19.0,0.0,15250.0,8.403032,0.0,S,0.0,EUR,0.0,EUR,12-2015/0001,1075,0.0,0.0,0.0,0,12,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78277,10,20529,19.08.2015,0.0,8401,0.0,0.0,0,0.0,3348.844166,S,0.0,EUR,0.0,EUR,08-2015/0001,1688,0.0,0.0,0.0,0,8,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72501,10,11232,08.04.2015,0.0,8640,7.0,0.0,80515.0,0.0,27.86032,S,0.0,EUR,0.0,EUR,04-2015/0001,1812,0.0,0.0,0.0,0,4,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71742,10,10901,27.11.2015,0.0,8400,0.0,0.0,0,385.404838,0.0,S,0.0,EUR,0.0,EUR,11-2015/0001,1947,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17637,10,1369,08.08.2015,0.0,8736,0.0,0.0,15142.0,0.0,20.850304,H,0.0,EUR,0.0,EUR,07-2015/0001,1727,0.0,0.0,0.0,0,7,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27315,10,8736,28.11.2014,3.0,1400,0.0,0.0,0,46.070634,0.0,H,0.0,EUR,0.0,EUR,11-2014/0001,1395,0.0,0.0,0.0,0,11,1,10,1,2,2,2,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15516,10,1369,25.06.2015,0.0,11232,0.0,0.0,15110.0,241.238916,0.0,S,0.0,EUR,0.0,EUR,06-2015/0001,789,0.0,0.0,0.0,0,6,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66645,10,10201,23.06.2014,3.0,8736,0.0,0.0,0,0.0,5.628234,H,0.0,EUR,0.0,EUR,06-2014/0001,1644,0.0,0.0,0.0,0,6,1,10,1,1,2,2,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62134,10,8401,25.04.2015,0.0,15637,19.0,0.0,0,0.0,306.306244,H,0.0,EUR,0.0,EUR,04-2015/0001,2025,0.0,0.0,0.0,0,4,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33412,10,1400,16.11.2015,0.0,1369,0.0,0.0,15220.0,4822.947178,0.0,H,0.0,EUR,0.0,EUR,11-2015/0001,832,0.0,0.0,0.0,0,11,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70020,10,1369,27.11.2015,0.0,10398,0.0,0.0,15229.0,0.0,1326.364678,H,0.0,EUR,0.0,EUR,11-2015/0001,1388,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35779,10,1750,30.09.2014,0.0,1755,0.0,0.0,0,0.0,763.912,H,0.0,EUR,0.0,EUR,09-2014/0001,142,0.0,0.0,0.0,0,9,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17470,10,8736,24.07.2015,0.0,1369,0.0,0.0,15139.0,0.0,60.056964,H,0.0,EUR,0.0,EUR,07-2015/0001,1541,0.0,0.0,0.0,0,7,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,10,1200,21.02.2014,0.0,71801,0.0,0.0,0,0.0,658.885334,H,0.0,EUR,0.0,EUR,02-2014/0001,1052,0.0,0.0,0.0,0,2,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32693,10,1600,12.02.2014,19.0,3748,0.0,0.0,0,2395.897648,0.0,S,0.0,EUR,0.0,EUR,02-2014/0001,849,0.0,0.0,0.0,0,2,1,10,1,2,2,2,-,0,0,54,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3680,10,1200,30.04.2015,0.0,1369,0.0,0.0,15082.0,1090.012552,0.0,S,0.0,EUR,0.0,EUR,04-2015/0001,1690,0.0,0.0,0.0,0,4,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60076,10,10201,22.05.2015,0.0,8400,19.0,0.0,0,3578.669338,0.0,H,0.0,EUR,0.0,EUR,05-2015/0001,2140,0.0,0.0,0.0,0,5,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,2140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5313,10,1200,03.07.2015,9.0,4530,0.0,0.0,15124.0,0.0,278.277414,H,0.0,EUR,0.0,EUR,07-2015/0001,234,0.0,0.0,0.0,0,7,1,10,1,1,1,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61901,10,8736,07.05.2014,3.0,11656,19.0,0.0,0,0.572934,0.0,S,0.0,EUR,0.0,EUR,05-2014/0001,1099,0.0,0.0,0.0,0,5,1,10,1,1,1,2,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81991,10,21102,29.09.2014,3.0,1000,0.0,0.0,0,170.7568,0.0,H,0.0,EUR,0.0,EUR,09-2014/0001,1687,0.0,0.0,0.0,0,9,1,10,1,1,2,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
